Review_lower,Review_no_punct,Review_cleaned_basic,Review_length,Length_buckets,Rating,Total_thumbsup,Reply,Tokens,Tokens_no_stopwords,Tokens_joined,Rating_joined
,,,,,,,,version,version,,
,,,,,,,,ridiculous,ridiculous,,
,,,,,,,,update,update,,
,,,,,,,,dont,dont,,
,,,,,,,,pay,pay,,
,,,,,,,,for,,,
,,,,,,,,their,their,,
,,,,,,,,premium,premium,,
,,,,,,,,until,until,,
,,,,,,,,they,they,,
,,,,,,,,bring,bring,,
,,,,,,,,back,back,,
,,,,,,,,the,,,
,,,,,,,,now,now,,
,,,,,,,,playing,playing,,
,,,,,,,,music,music,,
,,,,,,,,bar,bar,,
,,,,,,,,both,both,,
,,,,,,,,in,,,
,,,,,,,,app,app,,
,,,,,,,,and,,,
,,,,,,,,in,,,
,,,,,,,,notifications,notifications,,
,,,,,,,,where,where,,
,,,,,,,,is,,,
,,,,,,,,the,,,
,,,,,,,,dislike,dislike,,
,,,,,,,,button,button,,
,,,,,,,,download,download,,
,,,,,,,,function,function,,
,,,,,,,,doesnt,doesnt,,
,,,,,,,,work,work,,
,,,,,,,,app,app,,
,,,,,,,,is,,,
,,,,,,,,for,,,
,,,,,,,,online,online,,
,,,,,,,,use,use,,
,,,,,,,,only,only,,
,,,,,,,,company,company,,
,,,,,,,,is,,,
,,,,,,,,being,being,,
,,,,,,,,criminal,criminal,,
,,,,,,,,charging,charging,,
,,,,,,,,a,,,
,,,,,,,,subscription,subscription,,
,,,,,,,,for,,,
,,,,,,,,offline,offline,,
,,,,,,,,use,use,,
,,,,,,,,that,,,
,,,,,,,,doenst,doenst,,
,,,,,,,,work,work,,
,,,,,,,,at,,,
,,,,,,,,all,all,,
,,,,,,,,forced,forced,,
,,,,,,,,to,,,
,,,,,,,,reinstall,reinstall,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,every,every,,
,,,,,,,,now,now,,
,,,,,,,,and,,,
,,,,,,,,then,then,,
,,,,,,,,because,because,,
,,,,,,,,it,,,
,,,,,,,,just,just,,
,,,,,,,,logs,logs,,
,,,,,,,,me,me,,
,,,,,,,,out,out,,
,,,,,,,,and,,,
,,,,,,,,never,never,,
,,,,,,,,let,let,,
,,,,,,,,me,me,,
,,,,,,,,log,log,,
,,,,,,,,in,,,
,,,,,,,,again,again,,
,,,,,,,,zero,zero,,
,,,,,,,,customer,customer,,
,,,,,,,,service,service,,
,,,,,,,,worst,worst,,
,,,,,,,,company,company,,
,,,,,,,,ever,ever,,
,,,,,,,,and,,,
,,,,,,,,now,now,,
,,,,,,,,the,,,
,,,,,,,,platform,platform,,
,,,,,,,,is,,,
,,,,,,,,censoring,censoring,,
,,,,,,,,its,its,,
,,,,,,,,own,own,,
,,,,,,,,content,content,,
,,,,,,,,based,based,,
,,,,,,,,on,,,
,,,,,,,,political,political,,
,,,,,,,,propaganda,propaganda,,
,,,,,,,,spotify,spotify,,
,,,,,,,,app,app,,
,,,,,,,,is,,,
,,,,,,,,good,good,,
,,,,,,,,app,app,,
,,,,,,,,for,,,
,,,,,,,,interest,interest,,
,,,,,,,,in,,,
,,,,,,,,music,music,,
,,,,,,,,tamil,tamil,,
,,,,,,,,people,people,,
,,,,,,,,i,i,,
,,,,,,,,like,like,,
,,,,,,,,itit,itit,,
,,,,,,,,play,play,,
,,,,,,,,good,good,,
,,,,,,,,songs,songs,,
,,,,,,,,before,before,,
,,,,,,,,40,#VALUE!,,
,,,,,,,,years,years,,
,,,,,,,,ago,ago,,
,,,,,,,,this,this,,
,,,,,,,,songs,songs,,
,,,,,,,,maintain,maintain,,
,,,,,,,,relax,relax,,
,,,,,,,,the,,,
,,,,,,,,mind,mind,,
,,,,,,,,and,,,
,,,,,,,,understanding,understanding,,
,,,,,,,,the,,,
,,,,,,,,lyrics,lyrics,,
,,,,,,,,it,,,
,,,,,,,,keep,keep,,
,,,,,,,,crash,crash,,
,,,,,,,,after,after,,
,,,,,,,,the,,,
,,,,,,,,last,last,,
,,,,,,,,update,update,,
,,,,,,,,on,,,
,,,,,,,,vivo,vivo,,
,,,,,,,,v23e,v23e,,
,,,,,,,,please,please,,
,,,,,,,,fix,fix,,
,,,,,,,,it,,,
,,,,,,,,all,all,,
,,,,,,,,my,my,,
,,,,,,,,downloads,downloads,,
,,,,,,,,have,have,,
,,,,,,,,disappeared,disappeared,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,cant,cant,,
,,,,,,,,play,play,,
,,,,,,,,songs,songs,,
,,,,,,,,again,again,,
,,,,,,,,paying,paying,,
,,,,,,,,for,,,
,,,,,,,,premium,premium,,
,,,,,,,,and,,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,will,will,,
,,,,,,,,randomly,randomly,,
,,,,,,,,shut,shut,,
,,,,,,,,off,off,,
,,,,,,,,mid,mid,,
,,,,,,,,song,song,,
,,,,,,,,im,im,,
,,,,,,,,having,having,,
,,,,,,,,the,,,
,,,,,,,,same,same,,
,,,,,,,,lagging,lagging,,
,,,,,,,,issue,issue,,
,,,,,,,,as,as,,
,,,,,,,,others,others,,
,,,,,,,,ive,ive,,
,,,,,,,,tried,tried,,
,,,,,,,,everything,everything,,
,,,,,,,,i,i,,
,,,,,,,,can,can,,
,,,,,,,,think,think,,
,,,,,,,,of,,,
,,,,,,,,reinstalling,reinstalling,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,and,,,
,,,,,,,,booting,booting,,
,,,,,,,,everything,everything,,
,,,,,,,,nothing,nothing,,
,,,,,,,,helps,helps,,
,,,,,,,,its,its,,
,,,,,,,,extremely,extremely,,
,,,,,,,,frustrating,frustrating,,
,,,,,,,,considering,considering,,
,,,,,,,,i,i,,
,,,,,,,,pay,pay,,
,,,,,,,,for,,,
,,,,,,,,premium,premium,,
,,,,,,,,and,,,
,,,,,,,,can,can,,
,,,,,,,,barely,barely,,
,,,,,,,,use,use,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,im,im,,
,,,,,,,,updating,updating,,
,,,,,,,,my,my,,
,,,,,,,,review,review,,
,,,,,,,,because,because,,
,,,,,,,,things,things,,
,,,,,,,,have,have,,
,,,,,,,,changed,changed,,
,,,,,,,,ads,ads,,
,,,,,,,,on,,,
,,,,,,,,spotify,spotify,,
,,,,,,,,are,are,,
,,,,,,,,constant,constant,,
,,,,,,,,now,now,,
,,,,,,,,but,but,,
,,,,,,,,inconsistent,inconsistent,,
,,,,,,,,i,i,,
,,,,,,,,can,can,,
,,,,,,,,listen,listen,,
,,,,,,,,to,,,
,,,,,,,,five,five,,
,,,,,,,,songs,songs,,
,,,,,,,,and,,,
,,,,,,,,get,get,,
,,,,,,,,another,another,,
,,,,,,,,ad,ad,,
,,,,,,,,they,they,,
,,,,,,,,barely,barely,,
,,,,,,,,do,do,,
,,,,,,,,the,,,
,,,,,,,,free,free,,
,,,,,,,,thirty,thirty,,
,,,,,,,,minutes,minutes,,
,,,,,,,,of,,,
,,,,,,,,ad,ad,,
,,,,,,,,free,free,,
,,,,,,,,listening,listening,,
,,,,,,,,and,,,
,,,,,,,,you,you,,
,,,,,,,,cant,cant,,
,,,,,,,,even,even,,
,,,,,,,,preview,preview,,
,,,,,,,,a,,,
,,,,,,,,song,song,,
,,,,,,,,before,before,,
,,,,,,,,playing,playing,,
,,,,,,,,or,or,,
,,,,,,,,adding,adding,,
,,,,,,,,it,,,
,,,,,,,,like,like,,
,,,,,,,,you,you,,
,,,,,,,,used,used,,
,,,,,,,,to,,,
,,,,,,,,be,be,,
,,,,,,,,able,able,,
,,,,,,,,to,,,
,,,,,,,,do,do,,
,,,,,,,,instead,instead,,
,,,,,,,,of,,,
,,,,,,,,buying,buying,,
,,,,,,,,spotify,spotify,,
,,,,,,,,premium,premium,,
,,,,,,,,just,just,,
,,,,,,,,get,get,,
,,,,,,,,youtubes,youtubes,,
,,,,,,,,thing,thing,,
,,,,,,,,you,you,,
,,,,,,,,get,get,,
,,,,,,,,no,no,,
,,,,,,,,ads,ads,,
,,,,,,,,for,,,
,,,,,,,,videos,videos,,
,,,,,,,,or,or,,
,,,,,,,,music,music,,
,,,,,,,,can,can,,
,,,,,,,,do,do,,
,,,,,,,,everything,everything,,
,,,,,,,,just,just,,
,,,,,,,,like,like,,
,,,,,,,,spotify,spotify,,
,,,,,,,,can,can,,
,,,,,,,,its,its,,
,,,,,,,,better,better,,
,,,,,,,,for,,,
,,,,,,,,daily,daily,,
,,,,,,,,use,use,,
,,,,,,,,and,,,
,,,,,,,,music,music,,
,,,,,,,,i,i,,
,,,,,,,,download,download,,
,,,,,,,,a,,,
,,,,,,,,couple,couple,,
,,,,,,,,of,,,
,,,,,,,,playlists,playlists,,
,,,,,,,,for,,,
,,,,,,,,traveling,traveling,,
,,,,,,,,and,,,
,,,,,,,,i,i,,
,,,,,,,,prefer,prefer,,
,,,,,,,,to,,,
,,,,,,,,keep,keep,,
,,,,,,,,those,those,,
,,,,,,,,on,,,
,,,,,,,,my,my,,
,,,,,,,,sd,sd,,
,,,,,,,,card,card,,
,,,,,,,,to,,,
,,,,,,,,free,free,,
,,,,,,,,up,up,,
,,,,,,,,internal,internal,,
,,,,,,,,storage,storage,,
,,,,,,,,when,when,,
,,,,,,,,i,i,,
,,,,,,,,try,try,,
,,,,,,,,to,,,
,,,,,,,,change,change,,
,,,,,,,,the,,,
,,,,,,,,storage,storage,,
,,,,,,,,location,location,,
,,,,,,,,spotify,spotify,,
,,,,,,,,crashes,crashes,,
,,,,,,,,i,i,,
,,,,,,,,cannot,cannot,,
,,,,,,,,open,open,,
,,,,,,,,it,,,
,,,,,,,,and,,,
,,,,,,,,i,i,,
,,,,,,,,have,have,,
,,,,,,,,to,,,
,,,,,,,,uninstall,uninstall,,
,,,,,,,,and,,,
,,,,,,,,reinstall,reinstall,,
,,,,,,,,it,,,
,,,,,,,,this,this,,
,,,,,,,,has,has,,
,,,,,,,,happened,happened,,
,,,,,,,,a,,,
,,,,,,,,couple,couple,,
,,,,,,,,of,,,
,,,,,,,,times,times,,
,,,,,,,,very,very,,
,,,,,,,,frustrating,frustrating,,
,,,,,,,,very,very,,
,,,,,,,,easy,easy,,
,,,,,,,,to,,,
,,,,,,,,use,use,,
,,,,,,,,could,could,,
,,,,,,,,be,be,,
,,,,,,,,a,,,
,,,,,,,,bit,bit,,
,,,,,,,,cheaper,cheaper,,
,,,,,,,,fir,fir,,
,,,,,,,,thise,thise,,
,,,,,,,,in,,,
,,,,,,,,benwfitnit,benwfitnit,,
,,,,,,,,just,just,,
,,,,,,,,students,students,,
,,,,,,,,single,single,,
,,,,,,,,parent,parent,,
,,,,,,,,families,families,,
,,,,,,,,and,,,
,,,,,,,,alo,alo,,
,,,,,,,,you,you,,
,,,,,,,,should,should,,
,,,,,,,,be,be,,
,,,,,,,,helping,helping,,
,,,,,,,,people,people,,
,,,,,,,,like,like,,
,,,,,,,,me,me,,
,,,,,,,,promote,promote,,
,,,,,,,,this,this,,
,,,,,,,,around,around,,
,,,,,,,,the,,,
,,,,,,,,churhces,churhces,,
,,,,,,,,in,,,
,,,,,,,,scotland,scotland,,
,,,,,,,,to,,,
,,,,,,,,modernize,modernize,,
,,,,,,,,the,,,
,,,,,,,,worship,worship,,
,,,,,,,,practice,practice,,
,,,,,,,,i,i,,
,,,,,,,,use,use,,
,,,,,,,,this,this,,
,,,,,,,,quite,quite,,
,,,,,,,,frequently,frequently,,
,,,,,,,,esp,esp,,
,,,,,,,,being,being,,
,,,,,,,,i,i,,
,,,,,,,,love,love,,
,,,,,,,,multiple,multiple,,
,,,,,,,,genres,genres,,
,,,,,,,,however,however,,
,,,,,,,,my,my,,
,,,,,,,,daily,daily,,
,,,,,,,,made,made,,
,,,,,,,,for,,,
,,,,,,,,you,you,,
,,,,,,,,lists,lists,,
,,,,,,,,keep,keep,,
,,,,,,,,switching,switching,,
,,,,,,,,on,,,
,,,,,,,,me,me,,
,,,,,,,,when,when,,
,,,,,,,,im,im,,
,,,,,,,,listening,listening,,
,,,,,,,,to,,,
,,,,,,,,them,them,,
,,,,,,,,its,its,,
,,,,,,,,annoying,annoying,,
,,,,,,,,cuz,cuz,,
,,,,,,,,when,when,,
,,,,,,,,i,i,,
,,,,,,,,want,want,,
,,,,,,,,rap,rap,,
,,,,,,,,or,or,,
,,,,,,,,hip,hip,,
,,,,,,,,hop,hop,,
,,,,,,,,or,or,,
,,,,,,,,newer,newer,,
,,,,,,,,rap,rap,,
,,,,,,,,it,,,
,,,,,,,,changes,changes,,
,,,,,,,,to,,,
,,,,,,,,industrial,industrial,,
,,,,,,,,when,when,,
,,,,,,,,i,i,,
,,,,,,,,want,want,,
,,,,,,,,black,black,,
,,,,,,,,metal,metal,,
,,,,,,,,it,,,
,,,,,,,,switches,switches,,
,,,,,,,,to,,,
,,,,,,,,doom,doom,,
,,,,,,,,if,if,,
,,,,,,,,theres,theres,,
,,,,,,,,a,,,
,,,,,,,,way,way,,
,,,,,,,,to,,,
,,,,,,,,better,better,,
,,,,,,,,compartmentalize,compartmentalize,,
,,,,,,,,my,my,,
,,,,,,,,different,different,,
,,,,,,,,tastes,tastes,,
,,,,,,,,with,,,
,,,,,,,,out,out,,
,,,,,,,,switching,switching,,
,,,,,,,,it,,,
,,,,,,,,up,up,,
,,,,,,,,on,,,
,,,,,,,,me,me,,
,,,,,,,,thatd,thatd,,
,,,,,,,,be,be,,
,,,,,,,,great,great,,
,,,,,,,,at,,,
,,,,,,,,least,least,,
,,,,,,,,switch,switch,,
,,,,,,,,the,,,
,,,,,,,,artists,artists,,
,,,,,,,,up,up,,
,,,,,,,,with,,,
,,,,,,,,in,,,
,,,,,,,,simular,simular,,
,,,,,,,,genres,genres,,
,,,,,,,,or,or,,
,,,,,,,,artist,artist,,
,,,,,,,,and,,,
,,,,,,,,not,not,,
,,,,,,,,totally,totally,,
,,,,,,,,shift,shift,,
,,,,,,,,into,into,,
,,,,,,,,a,,,
,,,,,,,,different,different,,
,,,,,,,,spectrum,spectrum,,
,,,,,,,,i,i,,
,,,,,,,,keep,keep,,
,,,,,,,,having,having,,
,,,,,,,,to,,,
,,,,,,,,turn,turn,,
,,,,,,,,my,my,,
,,,,,,,,phone,phone,,
,,,,,,,,off,off,,
,,,,,,,,to,,,
,,,,,,,,make,make,,
,,,,,,,,spotify,spotify,,
,,,,,,,,work,work,,
,,,,,,,,so,so,,
,,,,,,,,annoying,annoying,,
,,,,,,,,amazing,amazing,,
,,,,,,,,loved,loved,,
,,,,,,,,amazon,amazon,,
,,,,,,,,but,but,,
,,,,,,,,spotify,spotify,,
,,,,,,,,won,won,,
,,,,,,,,my,my,,
,,,,,,,,money,money,,
,,,,,,,,songs,songs,,
,,,,,,,,stop,stop,,
,,,,,,,,playing,playing,,
,,,,,,,,randomly,randomly,,
,,,,,,,,then,then,,
,,,,,,,,youre,youre,,
,,,,,,,,out,out,,
,,,,,,,,of,,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,playlists,playlists,,
,,,,,,,,are,are,,
,,,,,,,,back,back,,
,,,,,,,,on,,,
,,,,,,,,shuffle,shuffle,,
,,,,,,,,so,so,,
,,,,,,,,you,you,,
,,,,,,,,cant,cant,,
,,,,,,,,choose,choose,,
,,,,,,,,the,,,
,,,,,,,,song,song,,
,,,,,,,,you,you,,
,,,,,,,,want,want,,
,,,,,,,,to,,,
,,,,,,,,listen,listen,,
,,,,,,,,to,,,
,,,,,,,,and,,,
,,,,,,,,youll,youll,,
,,,,,,,,have,have,,
,,,,,,,,to,,,
,,,,,,,,interrupt,interrupt,,
,,,,,,,,your,your,,
,,,,,,,,work,work,,
,,,,,,,,to,,,
,,,,,,,,play,play,,
,,,,,,,,another,another,,
,,,,,,,,song,song,,
,,,,,,,,thats,thats,,
,,,,,,,,nonsense,nonsense,,
,,,,,,,,whats,whats,,
,,,,,,,,the,,,
,,,,,,,,point,point,,
,,,,,,,,of,,,
,,,,,,,,this,this,,
,,,,,,,,music,music,,
,,,,,,,,app,app,,
,,,,,,,,if,if,,
,,,,,,,,you,you,,
,,,,,,,,cant,cant,,
,,,,,,,,play,play,,
,,,,,,,,the,,,
,,,,,,,,songs,songs,,
,,,,,,,,youd,youd,,
,,,,,,,,love,love,,
,,,,,,,,to,,,
,,,,,,,,listen,listen,,
,,,,,,,,to,,,
,,,,,,,,in,,,
,,,,,,,,your,your,,
,,,,,,,,playlist,playlist,,
,,,,,,,,please,please,,
,,,,,,,,fix,fix,,
,,,,,,,,that,,,
,,,,,,,,when,when,,
,,,,,,,,the,,,
,,,,,,,,ads,ads,,
,,,,,,,,start,start,,
,,,,,,,,outnumbering,outnumbering,,
,,,,,,,,the,,,
,,,,,,,,songs,songs,,
,,,,,,,,thats,thats,,
,,,,,,,,a,,,
,,,,,,,,problem,problem,,
,,,,,,,,uninstalled,uninstalled,,
,,,,,,,,picked,picked,,
,,,,,,,,it,,,
,,,,,,,,up,up,,
,,,,,,,,since,since,,
,,,,,,,,some,some,,
,,,,,,,,of,,,
,,,,,,,,my,my,,
,,,,,,,,fav,fav,,
,,,,,,,,podcasts,podcasts,,
,,,,,,,,went,went,,
,,,,,,,,exclusive,exclusive,,
,,,,,,,,fortunately,fortunately,,
,,,,,,,,it,,,
,,,,,,,,was,was,,
,,,,,,,,only,only,,
,,,,,,,,for,,,
,,,,,,,,a,,,
,,,,,,,,year,year,,
,,,,,,,,as,as,,
,,,,,,,,this,this,,
,,,,,,,,app,app,,
,,,,,,,,is,,,
,,,,,,,,trash,trash,,
,,,,,,,,clunky,clunky,,
,,,,,,,,ui,ui,,
,,,,,,,,excessive,excessive,,
,,,,,,,,ads,ads,,
,,,,,,,,including,including,,
,,,,,,,,inserting,inserting,,
,,,,,,,,them,them,,
,,,,,,,,into,into,,
,,,,,,,,podcasts,podcasts,,
,,,,,,,,which,which,,
,,,,,,,,would,would,,
,,,,,,,,be,be,,
,,,,,,,,ad,ad,,
,,,,,,,,free,free,,
,,,,,,,,on,,,
,,,,,,,,any,any,,
,,,,,,,,other,other,,
,,,,,,,,platform,platform,,
,,,,,,,,and,,,
,,,,,,,,trying,trying,,
,,,,,,,,to,,,
,,,,,,,,listen,listen,,
,,,,,,,,to,,,
,,,,,,,,music,music,,
,,,,,,,,is,,,
,,,,,,,,even,even,,
,,,,,,,,worse,worse,,
,,,,,,,,which,which,,
,,,,,,,,they,they,,
,,,,,,,,pay,pay,,
,,,,,,,,the,,,
,,,,,,,,artists,artists,,
,,,,,,,,nothing,nothing,,
,,,,,,,,for,,,
,,,,,,,,also,also,,
,,,,,,,,i,i,,
,,,,,,,,cant,cant,,
,,,,,,,,directly,directly,,
,,,,,,,,prove,prove,,
,,,,,,,,their,their,,
,,,,,,,,responsible,responsible,,
,,,,,,,,for,,,
,,,,,,,,joe,joe,,
,,,,,,,,rogan,rogan,,
,,,,,,,,complete,complete,,
,,,,,,,,losing,losing,,
,,,,,,,,his,his,,
,,,,,,,,mind,mind,,
,,,,,,,,but,but,,
,,,,,,,,it,,,
,,,,,,,,seemed,seemed,,
,,,,,,,,to,,,
,,,,,,,,be,be,,
,,,,,,,,around,around,,
,,,,,,,,the,,,
,,,,,,,,same,same,,
,,,,,,,,time,time,,
,,,,,,,,he,he,,
,,,,,,,,joined,joined,,
,,,,,,,,up,up,,
,,,,,,,,coincidence,coincidence,,
,,,,,,,,exceptionally,exceptionally,,
,,,,,,,,good,good,,
,,,,,,,,especially,especially,,
,,,,,,,,if,if,,
,,,,,,,,you,you,,
,,,,,,,,are,are,,
,,,,,,,,a,,,
,,,,,,,,christian,christian,,
,,,,,,,,and,,,
,,,,,,,,you,you,,
,,,,,,,,want,want,,
,,,,,,,,uninterrupted,uninterrupted,,
,,,,,,,,worship,worship,,
,,,,,,,,go,go,,
,,,,,,,,premium,premium,,
,,,,,,,,no,no,,
,,,,,,,,regrets,regrets,,
,,,,,,,,many,many,,
,,,,,,,,podcast,podcast,,
,,,,,,,,devotions,devotions,,
,,,,,,,,and,,,
,,,,,,,,other,other,,
,,,,,,,,to,,,
,,,,,,,,choose,choose,,
,,,,,,,,from,from,,
,,,,,,,,good,good,,
,,,,,,,,app,app,,
,,,,,,,,but,but,,
,,,,,,,,when,when,,
,,,,,,,,i,i,,
,,,,,,,,want,want,,
,,,,,,,,to,,,
,,,,,,,,play,play,,
,,,,,,,,music,music,,
,,,,,,,,its,its,,
,,,,,,,,always,always,,
,,,,,,,,on,,,
,,,,,,,,recommended,recommended,,
,,,,,,,,recent,recent,,
,,,,,,,,update,update,,
,,,,,,,,has,has,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,crashing,crashing,,
,,,,,,,,randomly,randomly,,
,,,,,,,,cant,cant,,
,,,,,,,,access,access,,
,,,,,,,,currently,currently,,
,,,,,,,,playing,playing,,
,,,,,,,,and,,,
,,,,,,,,cant,cant,,
,,,,,,,,change,change,,
,,,,,,,,songs,songs,,
,,,,,,,,from,from,,
,,,,,,,,notification,notification,,
,,,,,,,,bar,bar,,
,,,,,,,,either,either,,
,,,,,,,,been,been,,
,,,,,,,,using,using,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,for,,,
,,,,,,,,years,years,,
,,,,,,,,best,best,,
,,,,,,,,part,part,,
,,,,,,,,was,was,,
,,,,,,,,the,,,
,,,,,,,,car,car,,
,,,,,,,,mode,mode,,
,,,,,,,,especially,especially,,
,,,,,,,,as,as,,
,,,,,,,,a,,,
,,,,,,,,professional,professional,,
,,,,,,,,driver,driver,,
,,,,,,,,why,why,,
,,,,,,,,is,,,
,,,,,,,,it,,,
,,,,,,,,gone,gone,,
,,,,,,,,now,now,,
,,,,,,,,glitches,glitches,,
,,,,,,,,out,out,,
,,,,,,,,and,,,
,,,,,,,,stops,stops,,
,,,,,,,,working,working,,
,,,,,,,,on,,,
,,,,,,,,download,download,,
,,,,,,,,music,music,,
,,,,,,,,whats,whats,,
,,,,,,,,going,going,,
,,,,,,,,on,,,
,,,,,,,,spotify,spotify,,
,,,,,,,,premium,premium,,
,,,,,,,,customer,customer,,
,,,,,,,,here,here,,
,,,,,,,,would,would,,
,,,,,,,,really,really,,
,,,,,,,,rather,rather,,
,,,,,,,,not,not,,
,,,,,,,,go,go,,
,,,,,,,,back,back,,
,,,,,,,,to,,,
,,,,,,,,amazon,amazon,,
,,,,,,,,music,music,,
,,,,,,,,60222,#VALUE!,,
,,,,,,,,still,still,,
,,,,,,,,no,no,,
,,,,,,,,car,car,,
,,,,,,,,mode,mode,,
,,,,,,,,bring,bring,,
,,,,,,,,it,,,
,,,,,,,,back,back,,
,,,,,,,,they,they,,
,,,,,,,,keep,keep,,
,,,,,,,,deleting,deleting,,
,,,,,,,,my,my,,
,,,,,,,,reviews,reviews,,
,,,,,,,,they,they,,
,,,,,,,,keep,keep,,
,,,,,,,,deleting,deleting,,
,,,,,,,,my,my,,
,,,,,,,,song,song,,
,,,,,,,,idk,idk,,
,,,,,,,,what,what,,
,,,,,,,,to,,,
,,,,,,,,say,say,,
,,,,,,,,im,im,,
,,,,,,,,deleting,deleting,,
,,,,,,,,my,my,,
,,,,,,,,subscription,subscription,,
,,,,,,,,hope,hope,,
,,,,,,,,no,no,,
,,,,,,,,one,one,,
,,,,,,,,else,else,,
,,,,,,,,makes,makes,,
,,,,,,,,the,,,
,,,,,,,,mistake,mistake,,
,,,,,,,,i,i,,
,,,,,,,,made,made,,
,,,,,,,,for,,,
,,,,,,,,over,over,,
,,,,,,,,4,#VALUE!,,
,,,,,,,,years,years,,
,,,,,,,,spotify,spotify,,
,,,,,,,,think,think,,
,,,,,,,,that,,,
,,,,,,,,the,,,
,,,,,,,,good,good,,
,,,,,,,,morning,morning,,
,,,,,,,,afternoon,afternoon,,
,,,,,,,,section,section,,
,,,,,,,,is,,,
,,,,,,,,great,great,,
,,,,,,,,and,,,
,,,,,,,,you,you,,
,,,,,,,,will,will,,
,,,,,,,,have,have,,
,,,,,,,,it,,,
,,,,,,,,shown,shown,,
,,,,,,,,with,,,
,,,,,,,,no,no,,
,,,,,,,,control,control,,
,,,,,,,,from,from,,
,,,,,,,,you,you,,
,,,,,,,,as,as,,
,,,,,,,,to,,,
,,,,,,,,what,what,,
,,,,,,,,they,they,,
,,,,,,,,think,think,,
,,,,,,,,you,you,,
,,,,,,,,want,want,,
,,,,,,,,to,,,
,,,,,,,,hear,hear,,
,,,,,,,,they,they,,
,,,,,,,,suggest,suggest,,
,,,,,,,,if,if,,
,,,,,,,,you,you,,
,,,,,,,,dont,dont,,
,,,,,,,,like,like,,
,,,,,,,,this,this,,
,,,,,,,,you,you,,
,,,,,,,,should,should,,
,,,,,,,,start,start,,
,,,,,,,,a,,,
,,,,,,,,post,post,,
,,,,,,,,they,they,,
,,,,,,,,then,then,,
,,,,,,,,send,send,,
,,,,,,,,out,out,,
,,,,,,,,a,,,
,,,,,,,,set,set,,
,,,,,,,,prompt,prompt,,
,,,,,,,,from,from,,
,,,,,,,,a,,,
,,,,,,,,moderator,moderator,,
,,,,,,,,thanking,thanking,,
,,,,,,,,you,you,,
,,,,,,,,for,,,
,,,,,,,,the,,,
,,,,,,,,suggestion,suggestion,,
,,,,,,,,this,this,,
,,,,,,,,seems,seems,,
,,,,,,,,to,,,
,,,,,,,,have,have,,
,,,,,,,,been,been,,
,,,,,,,,going,going,,
,,,,,,,,on,,,
,,,,,,,,for,,,
,,,,,,,,years,years,,
,,,,,,,,good,good,,
,,,,,,,,product,product,,
,,,,,,,,spoilt,spoilt,,
,,,,,,,,by,by,,
,,,,,,,,arrogance,arrogance,,
,,,,,,,,from,from,,
,,,,,,,,spotify,spotify,,
,,,,,,,,i,i,,
,,,,,,,,have,have,,
,,,,,,,,download,download,,
,,,,,,,,this,this,,
,,,,,,,,more,more,,
,,,,,,,,than,than,,
,,,,,,,,3,#VALUE!,,
,,,,,,,,to,,,
,,,,,,,,4,#VALUE!,,
,,,,,,,,times,times,,
,,,,,,,,but,but,,
,,,,,,,,its,its,,
,,,,,,,,not,not,,
,,,,,,,,showing,showing,,
,,,,,,,,me,me,,
,,,,,,,,any,any,,
,,,,,,,,songs,songs,,
,,,,,,,,and,,,
,,,,,,,,if,if,,
,,,,,,,,i,i,,
,,,,,,,,open,open,,
,,,,,,,,album,album,,
,,,,,,,,it,,,
,,,,,,,,show,show,,
,,,,,,,,no,no,,
,,,,,,,,songs,songs,,
,,,,,,,,in,,,
,,,,,,,,this,this,,
,,,,,,,,album,album,,
,,,,,,,,and,,,
,,,,,,,,musics,musics,,
,,,,,,,,are,are,,
,,,,,,,,not,not,,
,,,,,,,,playing,playing,,
,,,,,,,,in,,,
,,,,,,,,my,my,,
,,,,,,,,phonesamsaung,phonesamsaung,,
,,,,,,,,j8,j8,,
,,,,,,,,pleasr,pleasr,,
,,,,,,,,help,help,,
,,,,,,,,to,,,
,,,,,,,,fix,fix,,
,,,,,,,,this,this,,
,,,,,,,,or,or,,
,,,,,,,,fix,fix,,
,,,,,,,,this,this,,
,,,,,,,,through,through,,
,,,,,,,,updates,updates,,
,,,,,,,,thankyou,thankyou,,
,,,,,,,,i,i,,
,,,,,,,,love,love,,
,,,,,,,,this,this,,
,,,,,,,,app,app,,
,,,,,,,,but,but,,
,,,,,,,,it,,,
,,,,,,,,can,can,,
,,,,,,,,be,be,,
,,,,,,,,butter,butter,,
,,,,,,,,with,,,
,,,,,,,,less,less,,
,,,,,,,,ads,ads,,
,,,,,,,,only,only,,
,,,,,,,,4,#VALUE!,,
,,,,,,,,because,because,,
,,,,,,,,if,if,,
,,,,,,,,it,,,
,,,,,,,,did,did,,
,,,,,,,,not,not,,
,,,,,,,,use,use,,
,,,,,,,,too,too,,
,,,,,,,,much,much,,
